akk;en
lul-gu;restitution
lul;false
lulim;red deer
lum-ma;Luma
lum;thrive
lunga;brewer
luḫ;clean
ma-;
ma-a-a-al-tum;type of sledge
ma-a-lu;directive expression
ma-al-ga-tum;type of composition
ma-al-li-li;murmuring
ma-al-tum;type of bowl
ma-an-si-um;emblem
ma-an-sim;strainer
ma-az;swell
ma-da-nu-um;type of stone
ma-da;land
ma-dam;abundant yield
ma-ga-tum;meaning unknown
ma-la;girlfriend
ma-li-li-bi;frolicking
ma-na;weight measure
ma-ni-iš-ti-iš-šu;Man-ištiššu
ma-nu;ash
ma-sar;meaning unknown
mar-g;
mar-tu;Martu
mar-tu;west wind
mar-šum;sedan chair
mar-ḫa-li;type of stone
mar-ḫa-ši;Marḫaši
mar-ḫu-ša;type of stone
mar;flourish
mar;smear
mar;spade
mar;waggon
marduk;Marduk
mas-su;designation of hire charge
mas-su;leader
maš-da;
maš-da;type of stone
maš-gurum;type of tree
maš-li-um;bucket
maš-maš;sorcerer
maš;twin
maškim;judicial officer
maḫ-di;illustrious
maḫ;Maḫ
maḫ;majestic
me-a-am;term of endearment
me-a;where
me-en-;
me-er-ga;first one
me-li-e-a;expression of sorrow
me-luḫ-ḫa;Meluḫa
me-me;Meme
me-na;when
me-silim;Me-silim
me-ta;type of time and place adverbial
me-te-ĝ;
me-te;attribute
me;be
me;essence
men-nun-na;Men-nuna
men;diadem
mi-ne;meaning unknown
mi-sa-az;type of bird
mi-si-IŠ;money chest
mi;meaning unknown
mir-DU-na;belt
mir-DU;type of snake
mir;north wind
mir;rage
mir;type of snake
mitum;type of weapon
mu-;
mu-bu-um;type of tree
mu-du-li-a;preserved meat
mu-im-ma;last year
mu-lu-ug;meaning unknown
mu-ri-iq-tidnim;Murīq-Tidnim
mu-ru-um;Murum
mu-sar-ra;royal inscription
mu-tin;Ĝeštin
mu-ud-gi;sweetness
mu-uš;meaning unknown
mu-ša-lum;mirror
mu;line of text
mu;name
mu;year
mud;blood
mud;create
mud;nervous
mud;stump
mul-an;heavenly star
mul-ma-al;type of noise
mul;radiate
mul;star
mun;salt
munus-ĝiš-gi;type of cult performer
munus;woman
munzer;licorice
mur-ma-ra;animal noise
mur;fodder
mur;growl
mur;lung
murgu;back
mussa-tur;son-in-law
mussa;male relative-by-marriage
muš-;
muš-gal;type of serpent
muš-maḫ;type of serpent
muš-saĝ-7;Seven-headed Snake
muš-saĝ-kal;type of snake
muš-š;
muš-ḫuš;type of serpent
muš;snake
mušen;bird
muḫaldim;cook
na;
na-an-ga-ma;be that as it may
na-an-ni-ia;Nanniya
na-an-ni;Nanni
na-an-ĝiš-li-iš-ma;Nanĝišlišma
na-gada;herdsman
na-izi;incense
na-lu-a;gravel
na-me;any
na-na-a;Nanaya
na-nu-um;Nanum
na-ra-am-suen;Naram-Suen
na-wi-ir-tum;Nawirtum
na;advice
na;smoke
nagar;carpenter
nagga;tin
nam-;
nam-NIR.PA;marriage
nam-UG;meaning unknown
nam-X;nam-X
nam-a-a;brooding
nam-a-zu;healer\'s craft
nam-ab-ba;old age
nam-ad-KID;basket weaver\'s craft
nam-arad;slavery
nam-ašgab;leatherworker\'s craft
nam-barag;authority
nam-d;
nam-dam;matrimony
nam-diĝir;divinity
nam-dub-sar;scribe\'s craft
nam-dub;writing
nam-dumu-zid;child-delivery
nam-dumu;filial status
nam-dun;digging
nam-eme-di;bluntness
nam-eme-sig;falseness
nam-en-l;
nam-en-nu-;
nam-en;office
nam-engar;farmer\'s craft
nam-g;
nam-ga-raš;sea trading
nam-gal-an-zu;wisdom
nam-gal;greatness
nam-galam;skilfulness
nam-gašam;craftsmanship
nam-gi;
nam-gilim-ma;destruction
nam-gu-la;greatness
nam-gub;stability
nam-gudug;type of priestcraft
nam-išib;type of priestcraft
nam-kal-la;value
nam-kalag-ga;strength
nam-ki-sikil;status as young woman
nam-kug-s;
nam-kug-zu;wisdom
nam-lagar;type of priestcraft
nam-lugal;kingship
nam-lukur;type of priestcraft
nam-lul;treachery
nam-luḫ;purification
nam-maš-maš;sorcerer\'s craft
nam-maḫ;majesty
nam-me-te;appropriateness
nam-men;sovereignty
nam-munus;femininity
nam-nagar;carpenter\'s craft
nam-nar;musician\'s craft
nam-nin-diĝir;type of priestcraft
nam-nin;ladyship
nam-nir;authority
nam-nitalam;marriage
nam-nitaḫ;manhood
nam-niĝir;herald\'s office
nam-nun;princeliness
nam-ra-ak;booty
nam-ra-at;Namrat
nam-ra;booty
nam-saĝ-t;
nam-saĝ;eminence
nam-sikil-la;purity
nam-silig;force
nam-simug;smith\'s craft
nam-sipad;shepherd\'s craft
nam-sis-a;bitterness
nam-sukkal-maḫ;chief minister\'s office
nam-sumun;old age
nam-tab;partnership
nam-tag;sin
nam-tar;Namtar
nam-tar;destiny
nam-te;fear
nam-tibira;coppersmith\'s craft
nam-tur;smallness
nam-ugula;overseer\'s office
nam-um-ma;status as experienced woman
nam-ur-saĝ;heroism
nam-ušbar;status as in-law
nam-ušur;neighbourliness
nam-zag-dib;excellence
nam-zid-tar-ra;Nam-zid-tara
nam-zil-zil;pleasantness
nam-zu;wisdom
nam-ĜIŠGAL;meaning unknown
nam-ĝuruš;manliness
nam-šagina;generalship
nam-še-er-ka-an;embellishment
nam-šeš-gal;senior academic status
nam-šeš;brotherhood
nam-šidim;builder\'s craft
nam-šita;entreaty
nam-šub;incantation
nam-šul;manliness
nam-ḫi-li;charm
nam-ḫul;evil
nam;destiny
namma;Namma
nanibgal;Nanibgal
nanna-a;Nannaya
nanna-ma-an-š;
nanna-suen;Nanna-Suen
nanna;Nanna
nanše;Nanše
nar-gal;chief musician
nar;musician
naĝ-su;Naĝsu
naĝ;drink
naĝa;potash
ne-en;this
ne-et-ti;Neti
ne-mur;charcoal
ne-ḫa;calm
ne;noun part of multiword verb
nerg;
nergal;Nergal
nesaĝ;offering
ni-is-ku;choice steed
ni-qum;Niqqum
nibru;Nibru
nidba;offering
nig;female dog
niga;fattened
nim-AḪ.ME;meaning unknown
nim-saḫar-ra;type of fly
nim;buzz
nim;early
nim;flying insect
nim;lightning
nim;upper
nin-;
nin-;Nin-
nin-BI-šu-kal-le;Nin-BI-šu-kale
nin-TAB.KU.LIBIR;Nin-TAB.KU.LIBIR
nin-X;Nin-X
nin-a-zu;Ninazu
nin-barag;Ninbarag
nin-da-šurum-ma;Nindašuruma
nin-dar-a;Nindara
nin-dimgul;Nindimgul
nin-diĝir;type of priestess
nin-dub;Nindub
nin-gal;Ningal
nin-gi-kug-ga;Ningikuga
nin-gublaga;Ningublaga
nin-im;
nin-irigal;Ninirigal
nin-ka-si;Ninkasi
nin-kar-nun-na;Ninkarnuna
nin-ki;Ninki
nin-ki;Ninki deities
nin-kilim;mongoose
nin-kur-ra;Ninkura
nin-ma-da;Ninmada
nin-mar-ki;Ninmarki
nin-maḫ;Ninmaḫ
nin-men-na;Ninmena
nin-mug;Ninmug
nin-mul;Ninmul
nin-nibru;Ninnibru
nin-nisig;Ninnisig
nin-si-an-na;Ninsiana
nin-sikil-la;Ninsikila
nin-t;
nin-ti;Ninti
nin-ul;Ninul
nin-urta;Ninurta
nin-uš;type of bird
nin-zag-ga;Ninzaga
nin-zu-an-na;Ninzuana
nin-ĜAR-ĜAR-ĜAR;Nin-ĜAR-ĜAR-ĜAR
nin-ĝiš-zid-da;Ninĝišzida
nin-šubur;Ninšubur
nin-ḫar-ra-an-na;Ninḫarana
nin;lady
ninda-ba;bread allotment
ninda;bread
nindan;length measure
ninim;envy
ninkum;type of priest
nir-gam-ma;vault
nir;authority
nir;winnow
niraḫ;Niraḫ
nisaba;Nisaba
nisig;greenery
nitalam;spouse
nitaḫ;male
niĝir-s;
niĝir-si;Niĝir-si
niĝir-si;bride\'s friend
niĝir;herald
nu-;
nu-bar;type of priestess
nu-er;
nu-ka-aš;decision maker
nu-luḫ-ḫa;asafoetida
nu-mu-un-su;widow
nu-muš-da;Numušda
nu-nam-nir;Nunamnir
nu-siki;orphan
nu-ĝar-ra;malicious
nu-ḫa-ra;asafoetida
nu;not
numun;seed
nun-bar-an-na;Nun-bar-ana
nun-bar-še-gu-nu;Nun-bar-še-gunu
nun-gal-e-ne;Nun-galene
nun-gal;Nungal
nun;Nun
nun;prince
nundum;lip
nunuz-te;qualification of dairy product
nunuz;egg
nuska;Nuska
pa;
pa-a-šu;type of axe
pa-li-iš-tum;Palištum
pa-mul;spreading branch
pa-pa-al;shoot
pa-paḫ;type of shrine
pa-ḫar;gathering
pa;branch
pad;break
pag;enclose
palil;foremost
pan;bow
pap-s;
pap-šeš;foremost
pap-ḫal;leg
pap;older brother
pe-el;defile
peš-bal-gi;6th
peš-bi;3rd
peš-gi;4th
peš-peš-gi;5th
peš-tur-ZI;shoot
peš;3
peš;thick
peš;triple
pi-li-pi-li;type of cult performer
piriĝ-GI;type of plant
piriĝ-tur;lion cub
piriĝ;lion
pisaĝ-dub-ba;archivist
pisaĝ-ninda-ĝar;bread basket
pisaĝ;basket
pu-an-nu-um;Puannum
pu-ud-pa-ad;rumbling noise
r;
ra-bi-;
ra-gaba;rider
ra;beat
re;that
ri-ib;self
ri-im-suen;Rīm-Sîn
ri;direct
rib-ba;type of plant
rib;outstanding
s;
sa-;
sa-KU;arm
sa-am-su-i-lu-na;Samsu-iluna
sa-ba;Saba
sa-bar-sud;composition-division
sa-eš;type of instrument
sa-gaz;brigand
sa-p;
sa-sa;move about
sa-sa;sting
sa-tu;mountain
sa-ĝar-ra;composition-division
sa-ḫi-in;yeast
sa-ḫir;type of net
sa;net
sa;roast
sa;sinew
sagi;cupbearer
sal;thin
saman-an-na;Saman-ana
saman;tethering rope
sar;area measure
sar;garden plot
sar;meaning unknown
sar;run
sar;smoke
sar;write
sas;type of grass
saĝ-DU;smitten person
saĝ-PA;bag for carrying metals
saĝ-alim-ma;Bison\'s Head
saĝ-ar;Saĝ-ar
saĝ-bur-ru;Saĝburu
saĝ-dili;single
saĝ-du;beam
saĝ-du;head
saĝ-gag;wedge
saĝ-gig;headache
saĝ-izi;torch
saĝ-kal;foremost
saĝ-kal;type of stone
saĝ-ki;forehead
saĝ-kul;bar
saĝ-men;type of crown
saĝ-n;
saĝ-tab;helper
saĝ-tuku;splendid
saĝ-ur-saĝ;type of cult performer
saĝ-ĝar;type of stone
saĝ;head
saĝĝa-simug;chief smith
saĝĝa;temple administrator
saĝšu;type of cap
saḫar-;
saḫar-dub-ba;rubbish heap
saḫar-ĝar;silt
saḫar;earth
si-;
si-UD;Si-UD
si-am;wild bull\'s horn
si-gigir;chariot harness
si-ig;clear
si-il;split apart
si-lu-lu-me-eš;Silulumeš
si-lu-lu;Silulu
si-mu-ur-ru-um;Simurrum
si-si-ig;Sisig
si-si-ig;breeze
si-ĝar;clamp
si;brilliance
si;fill
si;horn
sig-ba;lower body
sig;low
siki-pa;head hair
siki;hair
sikil;pure
sila;street
silaĝ;knead
silig;cease
silig;forceful
silig;type of axe
silim;healthy
sim;filter
sim;sniff
sim;swallow
simug-gal;chief smith
simug;smith
sipad-tur;junior shepherd
sipad;hoopoe
sipad;shepherd
sirsir;Sirsir
sis;bitter
su;
su-a-ri;wild cat
su-a;cat
su-bar;body
su-din;bat
su-lim;radiance
su-lum;contempt
su-mu-ug;distress
su-si-ig;carcass disposer
su-ub;rub
su-ug;meaning unknown
su-ul-su-ul;crippled
su-ḫe-nun-na;Suḫenuna
su;flesh
su;sink
sub-sub;suck
sud;distant
suen-i-;
suen-i-din-na-am;Sîn-iddinam
suen-illat;Sîn-illat
suen-ma-gir;Sîn-magir
suen;Suen
sug-zag;marsh edge
sug;marsh
sukkal-maḫ;chief minister
sukkal;minister
sukud;high
sul-sul;hasten
sum-ki;wood shaving
sumun;old
sumur;angry
sur;drip
surungal;Surungal
susbu;type of priest
suḫ;choose
suḫ;tear out
suḫur-gal;type of carp
suḫur-s;
suḫur-tur;type of carp
suḫur;insert
suḫur;plume
suḫur;type of carp
suḫuš;foundation
ta;
ta-ḫ;
tab-ba;companion
tab;parallel
tag;touch
tam;clean
tam;favourite
tar;cut
taraḫ-maš;stag
taraḫ;Taraḫ
taraḫ;wild goat
taškarin;box tree
taḫ-ḫu-um;addition
taḫ;add
te-eš;noise
te;approach
te;cheek
te;pierce
teme;type of plant
temen;foundation
ten;extinguish
ti-g;
ti-id-nu-um;Tidnum
ti-iz-qar;Tizqar
ti-ku-ti-ku-ma-e;bird-cry
ti-lim-da;type of vessel
ti;arrow
ti;rib
tibir;fist
tibira;coppersmith
tigi;type of instrument and composition
til-lu-ug;elephant
til;complete
tin;wine
tir-an-na;rainbow
tir;bow
tir;forest
tiru;courtier
titab;beer mash
tu-KA;tu-KA
tu-bu-ur;mix
tu-di-da;breast-pin
tu-lu-bu-um;plane tree
tu-lu;loose
tu-tu-ub;Tutub
tu-tu;approach
tu-uk-ri-iš;Tukriš
tud;give birth
tugul;hip
tuku;have
tukul;weapon
tukum-bi;if
tukum;soon
tum-ma-al;Tummal
tum;crossbeam
tur;small
tuš;sit
u-d;
u-gur-bal;type of jar
u;finger
ub-zal;type of reed
ub-šu-unken-na;Ubšu-unkena
ub;corner
ubara-tu-tu;Ubara-Tutu
ubur;breast
ud-;
ud-ba-nu-;
ud-bi-ta;former days
ud-da-ta;hereafter
ud-da-tuš;buffoon
ud-mud;darkness
ud-sakar;crescent
ud-saḫar-ra;Ud-saḫara
ud-ul;always
ud-zal-la;third watch of night
ud;day
ud;storm
udu-nit;
udu;sheep
udug;type of demon
udun-maḫ;type of oven
udun;oven
ug;lion
ug;type of plant
uga;raven
ugnim;troops
ugu;give birth
ugu;skull
ugula;overseer
ul;
ul-maš;Ulmaš
ul;bud
ul;distant time
ul;swell
ulušin;sweet emmer beer
um-ma-na;army
um-ma;experienced woman
um-mi-a;scholar
um;diving water bird
umaḫ;waterlogged ground
umbin-si;finger nail
umbin-še-ba;claw
umbin;horny outgrowth
umbin;type of cutting implement
umbin;wheel
umma;Umma
ummud;waterskin
umuš;thought
un-da-lu-lu;Undalulu
un-zi;Unzi
unken;assembly
unud;herdsman
unug;Unug
ur-;
ur-DUN;Ur-DUN
ur-bar-ra;wolf
ur-edin-na;Ur-edina
ur-g;
ur-gigir;Ur-gigir
ur-gu-la;lion
ur-gu-la;type of instrument
ur-idim;rabid dog
ur-lugal;Ur-lugal
ur-maḫ;Lion
ur-maḫ;lion
ur-namma;Ur-Namma
ur-nanše;Ur-Nanše
ur-nim;lion
ur-nin-a-zu;Ur-Ninazu
ur-nin-mar-ki;Ur-Ninmarki
ur-nin-urta;Ur-Ninurta
ur-niĝ;
ur-nun-gal;Ur-Nungal
ur-saĝ;hero
ur-tur;puppy
ur-ur;Urur
ur-utu;Ur-Utu
ur-za-ba-;
ur-š;
ur;dog
ur;man
uraš;Uraš
uraš;earth
uri;type of vessel
urin;pure
urin;standard
urud-ḫenzer;pin
urud;Copper
urud;copper
usu-tuku;strong
usu;strength
utaḫ;heaven
uttu;Uttu
utu;Utu
uz-ga;type of shrine
uz;duck
uz;meaning unknown
uzu-;
uzu-dirig;mushroom
uzu-ga;entrail omen
uzu;flesh
uzug;type of shrine
uš-bar;female weaver
uš-bar;weaver
uš;foundation
uš;length measure
ušbar;relative-by-marriage
ušub;part of reed
ušum;Dragon
ušum;type of snake
ušumgal-an-na;Ušumgal-ana
ušumgal;type of serpent
ušur;neighbour
uḫ;insect
uḫ;make paste
uḫ;turtle
za-;
za-ab-ša-li;Zabšali
za-am-bi-ia;Zambiya
za-am-za-am;type of instrument and composition
za-ar-;
za-ba-lum;juniper
za-bi-tum;female innkeeper
za-bu;Zabu
za-e-me-en-;
za-e-ne-ne;you
za-lam-ĝar;Tent-land
za-lam-ĝar;tent
za-na-ru;type of instrument
za-na;caterpillar
za-na;figurine
za-na;meaning unknown
za-ra;concern
za-ra;pivot
za-za-ru;Zazaru
za-ḫa-al;disappearance
za-ḫa-am;shining
za-ḫa-da;type of axe
za-ḫa-din;type of plant
za;bow down
za;make noise
za;stone
za;you
zabalam;Zabalam
zabar-šu;hand mirror
zabar;bronze
zadim;stone cutter
zag-;
zag-bar;meaning unknown
zag-eš-zag-eš;meaning unknown
zag-la;meaning unknown
zag-mu;new year
zag-si;meaning unknown
zag-ĝar-ra;shrine
zag-še;shoulder
zag;side
zal;pass
zalag;shining
zalag;type of stone
zamug;Zamug
zar-maš;heap
zar;sheaf
zaraḫ;grief
zi-gan;rudder
zi-ig-za-ag;rumbling noise
zi-in-BU;meaning unknown
zi-in-nu-um;Zinnum
zi-ip-pa-tum;meaning unknown
zi-ki-in-ne-en;meaning unknown
zi-mu-dar;Zimudar
zi-ud-;
zi-zi;Zizi
zi-š;
zi;life
zid-du;righteous
zid;right
zil;strip
zilulu;vagrant
zimbir;Zimbir
zirru;type of priestess
zu-zu;Zuzu
zu-ḫu-ul;pierce
zu;know
zubi;Zubi
zukum;tread
zulumḫi;long fleece
zur-zur;break
zur-zur;honour
zur;roil
zuḫ;steal
ĜAR-b;
ĜAR.NE;designation of cow
ĜAR;JAR
ĜAR;ĜAR
ĜI;
ĜIŠ.GABA;breastbone
ĜIŠ.ŠEŠ;type of fish
ĜIŠ.ŠIR;meaning unknown
ĜIŠ;ĜIŠ
ĜIŠGAL;ĜIŠGAL
ĜIŠNIMBAR.TUR;date palm sapling
ĝalga;reason
ĝar;place
ĝar;plaše
ĝarza;rite
ĝen;go
ĝešt;
ĝeštin-an-na;Ĝeštin-ana
ĝeštin;grape
ĝidru;sceptre
ĝisal;oar
ĝissu;shade
ĝizzal;hearing
ĝiš-;
ĝiš-DA;meaning unknown
ĝiš-a-ma-ru;flood weapon
ĝiš-ab-ba;type of tree
ĝiš-b;
ĝiš-bar;fire
ĝiš-dub-ba;tablet board
ĝiš-er;
ĝiš-ga;
ĝiš-gan-na;pestle
ĝiš-gan;door bolt
ĝiš-gaz;pestle
ĝiš-gi;reedbed
ĝiš-ke;
ĝiš-pap-ḫal-la;trap
ĝiš-ĝi;
ĝiš-šu;shackle
ĝiš-šub-ba;lot
ĝiš-šudum-ma;tally-stick
ĝiš-ḫaš;type of mace
ĝiš-ḫum;bench
ĝiš-ḫur;design
ĝiš;tree
ĝišbun;meal
ĝišgal;location
ĝiškim;sign
ĝišnimbar;Date Palm
ĝišnimbar;date palm
ĝuruš;young man
Š;
ŠA;ŠA
ŠAR.ŠAR.GABA;ŠAR.ŠAR.GABA
ŠE.TIR-ma;ŠE.TIR-ma
ŠE;ŠE
ŠEN;ŠEN
ŠEŠ;ŠEŠ
ŠI;ŠI
ŠID;ŠID
ŠIM;ŠIM
ŠIMPI;ŠIMPI
ŠU;hand
ŠU;ŠU
ŠUB;ŠUB
ŠUL;ŠUL
ša;
ša-an-ša-ša;verb part of multiword verb
ša-ba;type of stone
ša-ga-ra;type of stone
šab-ba;middle part
šab;slash
šabra;type of administrator
šagina;general
šakk;
šar-ru-um-ba-ni;Šarrum-bāni
šar-ru-um-ki-in;Sargon
šarag;dry out
šarrum-i-ter;Šarrum-iter
šaĝa;oppressed
šaĝan;flask
še-ba;negligent
še-bi-da;disdain
še-en;meaning unknown
še-er-gum;string
še-er-ka-an;adornment
še-er-tab;type of enclosure
še-er-zid;radiance
še-er;bright
še-nu;type of tree
še-numun;grain seed
še-zar-maš;heap
še-zar;sheaf
še-ĝiš-ra-aḫ;threshing tool
še;agree
še;barley
še;cone
še;groan
še;hook
še;that
šem-bi;kohl
šen-dil;
šen;combat
šen;pure
šen;type of vessel
šennu;type of priest
šennur;plum
šeš-gal;elder brother
šeš-tab;brotherly companion
šeš;brother
ši-ma-at-;
šibir;shepherd\'s crook
šid;count
šidim;builder
šika;sherd
šilam-za;type of animal
šilam;cow
šim-gig;aromatic tree
šim-li;juniper
šim;aromatic
šim;type of basin
šimaški;Šimaški
šinig;tamarisk
šir;testicle
šita;supplication
šita;type of priest
šu-;
šu-d;
šu-dib;handle
šu-en-l;
šu-ga-lam;Šu-galam
šu-gal-an-zu;potter
šu-gur;ring
šu-i;barber
šu-kal-le-tud-da;Šu-kale-tuda
šu-kin;obeisance
šu-luḫ;ritual cleansing
šu-marduk;Šu-Marduk
šu-nim;early
šu-nir;standard
šu-nu-muš-da;Šu-Numušda
šu-numun;Šu-numun
šu-peš;fisherman
šu-rin-na;oven
šu-sar;palm fibre
šu-si;finger
šu-suen;Šu-Suen
šu-tu-bu-ur;paste
šu-u;hammerstone
šu-zi-an-na;Šu-zi-ana
šu-ḫal-bi;Šu-ḫalbi
šu;hand
šub;fall
šuba;agate
šuba;shining
šubur;servant
šubur;Šubur
šudul;yoke
šudum;reckoning
šukur;lance
šul-a-lum;punishment
šul-gi;Šulgi
šul-me;Šulme
šul-ut;
šul;young man
šum-me;saw
šum;slaughter
šumunda;type of plant
šurum;dung
šuruppag;Šuruppag
šutug;reed altar
šutum;storehouse
šutur;type of garment
šušin;Susa
ḪA-izi;meaning unknown
ḪA-ḪA-ḪA;mix up
ḪA;ḪA
ḪAR-GAM;fetter
ḪAR.UŠ;meaning unknown
ḪAR;ḪAR
ḪAŠḪUR;ḪAŠḪUR
ḪI.IB.L;
ḪI.SUḪUR;type of carp
ḪI.ZA;ḪI.ZA
ḪI;ḪI
ḪU;ḪU
ḪUB;ḪUB
ḫa;
ḫa-ab-lum;Ḫablum
ḫa-ad;shine
ḫa-am-mu-ra-bi;Ḫammu-rābi
ḫa-an-za-mu;Ḫanzamu
ḫa-az;type of eye condition
ḫa-aḫ;meaning unknown
ḫa-da-ni-iš;Ḫadaniš
ḫa-la;share
ḫa-lam;lost
ḫa-ma-;
ḫa-mun;harmony
ḫa-mun;type of bird
ḫa-ra-li;Ḫarali
ḫa-ri-iš-ta;woman in childbirth
ḫa-za-nu-um;mayor
ḫa-za;hold
ḫa-zi-in;type of axe
ḫa-šum;ore
ḫa-ḫa-la;type of comestible
ḫabrud;hole
ḫal-an-kug;Ḫal-an-kug
ḫal-ḫal;roll
ḫal;divide out
ḫar-mušen;bird-trap
ḫar-ra-an-kalag;fortress
ḫar-ra-an;route
ḫar-ḫar;type of instrument
ḫar;ring
ḫarub;carob
ḫaš;break
ḫašḫur;apple
ḫe-en-du;path
ḫe-me-da;purple
ḫe-nun;abundance
ḫenbur;shoot
ḫi-;
ḫi-il-zum;fortress
ḫi-iz-ur-bar-ra;type of plant
ḫi-iz;lettuce
ḫi-li;attractiveness
ḫi-li;have pleasure
ḫi;mix up
ḫirin;type of grass
ḫu-bu-uš;crush
ḫu-nu;helpless
ḫu-ru-um;social inferior
ḫu-un-ḫa;animal noise
ḫu-ut-pa;arrowhead
ḫu-uz;burn
ḫu-wa-wa;Ḫuwawa
ḫul-du;wicked
ḫul;bad
ḫuluḫ;frightened
ḫum-ḫum;honour
ḫum;snap off
ḫur-ru-um;cave
ḫur-saĝ-galam-ma;Ḫursaĝ-galama
ḫur-saĝ-kalam-ma;Ḫursaĝ-kalama
ḫur-saĝ;mountain
ḫur;ever
ḫur;scratch
ḫuĝ;hire
ḫuš;part of chariot
ḫuš;reddish
e-ne;he
e-ne;she
