akk;en
 i3-nu2-a-ra i3-nu2-a-ra  ama ^d-nin-a-zu i3-nu2-a-ra  mur kug-ga-na tug2 nu-um-dul  gaba kug-ga-na gada nu-um-bur2  [šu-si-ni] /^urud-^ !-\lub-gin7 an-da-/ĝal2\  [siki-ni ga-raš]/^sar-\-gin7 i3-guru5-guru5 ;" ""She who lies there, she who lies there, Ninazu's mother who lies there -- her pure shoulders are not covered with a garment, and no linen is spread over her pure breast. She has fingers like a pickaxe, she plucks her hair out like leeks."""
 /en\-[ki-du10] /inim\ lugal-la-na-aš šu nu-um-ma-gid2-[i]  tug2 dan2-dan2-na-ni im-ma-an-mur10  gir5-gin7 ĝiškim im-ma-an-ne-eš  i3 dug3-ga ^na4-bur-ra im-ma-an-šeš4  ^ĝiš-ilar kur-ra im-ma-an-sag3-ge  lu2 ^ĝiš-ilar ra-a im-ma-an-niĝin2-niĝin2-ne-eš  ^ĝiš-ma-nu šu-na im-ma-ni-in-ĝar  gidim ba-an-da-ur4-re-eš  ^kuš-e-sir2 ĝiri3-na im-ma-ni-in-sig9  kur-ra tuku4-tuku4 im-ma-ni-in-ĝar  dam ki aĝ2-ĝa2-ni   dam ḫul gig-ga-ni niĝ2 im-ma-ni-in-ra  dumu ki aĝ2-ĝa2-ni   dumu ḫul gig-ga-ni niĝ2 im-ma-ni-in-ra  i-^d-utu kur-ra im-ma-an-dab5 ; Enkidu, however, did not heed not his master's words. He put on his clean garments and they recognised that he was alien. He anointed himself with fine oil from a bowl and they surrounded him at its scent. He hurled throw-sticks in the nether world and those struck down by the throw-sticks surrounded him. He held a cornel-wood stick in his hand and the spirits felt insulted by him. He put sandals on his feet. He caused irritation in the nether world. He kissed his beloved wife and hit his wife when he was annoyed with her. He kissed his beloved child and hit his son when he was annoyed with him. He aroused an outcry and was detained in the nether world.
 ur-saĝ ^d-gilgameš2 dumu ^d-nin-[sumun2-na-ke4]  [e2]-kur-re e2 ^d-en-lil2-la2-še3 ĝiri3-[ni dili mu-un-gub]  [igi] [^d-en-lil2]-la2-še3 /er2\ [im-ma-še8-še8]  [a-a] [^d-]/en\-lil2 ^ĝiš-ellag-ĝu10 kur-[še3 mu-da-an-šub ^ĝiš-]/e-ke4-ma\-[ĝu10] ganzer-[še3] [mu-da-an-šub]  [en-ki-du10] /ed3\-de3 i3-/gi4\ kur-[re im-ma-an-dab5]  [nam-tar nu-un]-/dab5\ a2-sag3 nu-un-dab5 kur-[re im]-ma-an-dab5  ^d-udug ^d-nergal saĝ šu nu-[du7] /nu\-mu-un-dab5 kur-re im-ma-an-dab5  ki nam-nitaḫ-a-ke4 me3-a nu-un-šub kur-re im-ma-an-dab5  a-a ^d-en-lil2 inim-bi nu-mu-de3-gub eridug^ki--še3 ba-ĝen ;" The warrior Gilgameš, son of Ninsumun, directed his steps on his own to E-kur, the temple of Enlil. He cried before Enlil: ""Father Enlil, my ball fell down into the nether world, my mallet fell down into Ganzer. Enkidu went down to retrieve them but the nether world has seized him. Namtar did not seize him, the Asag did not seize him; but the nether world has seized him. The udug demon of Nergal, who spares nobody, did not seize him, but the nether world has seized him. He did not fall in battle on the field of manhood, but the nether world has seized him."" Father Enlil did not stand by him in the matter, so he went to Eridug."
 eridug^ki- e2 ^d-en-ki-ka3-še3 ĝiri3-ni dili mu-un-gub  igi ^d-en-ki-ka3-še3 er2 im-ma-še8-še8  a-a ^d-en-ki ^ĝiš-ellag-ĝu10 kur-še3 mu-da-an-šub ^ĝiš-e-ke4-ma-ĝu10 ganzer-še3 mu-da-an-šub  en-ki-du10 ed3-de3 i3-gi4-en kur-re im-ma-an-dab5  nam-tar nu-un-dab5 a2-sag3 nu-un-dab5 kur-re im-ma-an-dab5  ^d-udug ^d-nergal saĝ šu nu-du7 nu-mu-un-dab5 kur-re im-ma-an-dab5  ki nam-nitaḫ-a-ke4 me3-[a] nu-un-šub kur-re im-ma-an-dab5  a-a ^d-en-ki inim-bi ba-e-de3-gub ;" In Eridug he directed his steps on his own to the temple of Enki. He cried before Enki: ""Father Enki, my ball fell down into the nether world, my mallet fell down into Ganzer. Enkidu went down to retrieve them but the nether world has seized him. Namtar did not seize him, the Asag did not seize him; but the nether world has seized him. The udug demon of Nergal, who spares nobody, did not seize him, but the nether world has seized him. He did not fall in battle on the field of manhood, but the nether world has seized him."" Father Enki stood by him in this matter."
 ur-saĝ šul ^d-utu-ra dumu ^d-nin-gal-e tud-da gu3 mu-na-de2-e  i3-ne-eš2 ab-lal3 kur-ra ĝal2 u3-bi2-in-taka4  šubur-a-ni kur-ta ed3-de3-mu-na-ab  ab-lal3 kur-ra ĝal2 im-ma-an-taka4  si-si-ig-ni-ta šubur-a-ni kur-ta mu-/da\-ra-ab-ed3-de3 ;" He said to the young warrior Utu, the son born by Ningal: ""Open a hole in the nether world immediately, and then bring up his servant from the nether world!"" He opened a hole in the nether world and brought up his servant with his breeze from the nether world."
 gu2-ni gu2-da mu-ni-in-la2    im-mi-in-kuš2-u3-ne  a2 aĝ2-ĝa2 kur-ra igi bi2-du8  nu-uš-ma-ab-be2-en gu5-li-ĝu10 nu-uš-/ma-be2\-en  tukum-bi a2 aĝ2-ĝa2 kur-ra mu-ra-ab-[be2-en]  [za]-e tuš-a er2 ĝe26-e ga-tuš ga-/er2\  [X] šu bi2-in-tag-/ga\ šag4-zu ba-e-ḫul2  […]-/ši^?-\-du-un bi2-in-dug4  [… tug2 sumun]-/a\-gin7 uḫ bi2-in-/tag\  [… ki]-in-dar-ra-gin7 saḫar-ra a-ab-si  en-e u8 bi2-in-dug4 saḫar-ra ba-da-an-tuš ;" They hugged and kissed. They wearied each other with questions: ""Did you see the order of the nether world? -- If only you would tell me, my friend, if only you would tell me!"" ""If I tell you the order of the nether world, sit down and weep! I shall sit down and weep! ……, which your heart rejoiced to touch, is ……, worms infest it like an old garment ; like …… of a crevice, it is full of dust."" ""Alas!"" he said and sat down in the dust."
 lu2 dumu-ni 1-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  ^ĝiš-gag e2-ĝar8-a-na ab-du3-a gig-ga i-i  lu2 dumu-ni 2-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  šeg12 2-a al-tuš ninda al-gu7-e  lu2 dumu-ni 3-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  ^kuš-ummud dag-si-ke4 a al-na8-na8  lu2 dumu-ni 4-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  lu2 anše 4 la2-gin7 šag4-ga-ni al-ḫul2  lu2 dumu-ni 5-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  dub-sar sag9-ga-gin7 a2-ni ĝal2 bi2-in-taka4 e2-gal  ba-an-ku4-ku4  lu2 dumu-ni 6-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  ^lu2-^ ĝiš-apin-la2-gin7 šag4-ga-ni al-/ḫul2\  lu2 dumu-ni 7-am3 igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 /an\-[ak]  dub-us2 diĝir-re-e-ne-ke4 ^ĝiš-gu-za ib2-tuš di-da ĝiš ba-tuku ;" ""Did you see him who had one son?"" ""I saw him."" ""How does he fare?"" ""He weeps bitterly at the wooden peg which was driven into his wall."" ""Did you see him who had two sons?"" ""I saw him."" ""How does he fare?"" ""He sits on a couple of bricks, eating bread."" ""Did you see him who had three sons?"" ""I saw him."" ""How does he fare?"" ""He drinks water from a saddle waterskin."" ""Did you see him who had four sons?"" ""I saw him."" ""How does he fare?"" ""His heart rejoices like a man who has four asses to yoke."" ""Did you see him who had five sons?"" ""I saw him."" ""How does he fare?"" ""Like a good scribe he is indefatigable, he enters the palace easily."" ""Did you see him who had six sons?"" ""I saw him."" ""How does he fare?"" ""He is a cheerful as a ploughman."" ""Did you see him who had seven sons?"" ""I saw him."" ""How does he fare?"" ""As a companion of the gods, he sits on a throne and listens to judgments."""
 tiru-e igi bi2-du8-am3 igi bi2-du8-/am3\ a-na-gin7 an-[ak]  pa a-la-la ḫur-ra-gin7 ub-dug4-ga-a ab-us2  munus nu-u3-tud igi bi2-du8-am3 igi bi2-/du8\-[am3] a-na-gin7 an-/ak\  ^dug-zal-lil2-da-gin7 TI-na i3-gurud lu2 nu-mu-un-ḫul2-e  ĝuruš tur ur2 dam-na-ka tug2 /nu-ub\-sig9-ge igi bi2-du8-am3 igi bi2-du8-am3 a-na-gin7 an-ak  eš2-šu-/ak\ šu im-mi-du7-un eš2-šu-/ak\-ba [er2 im-mi]-/in\-še8-še8  ki-sikil /ur2\ dam-na-ka tug2 nu-ub-sig9-ge igi bi2-du8-am3 [igi bi2]-/du8\-am3 a-na-gin7 an-/ak\  gi-šu-ak šu im-/mi\-du7-un gi-šu-ak er2 mi-in-še8-še8  lu2 ibila nu-tuku igi bi2-du8-am3 [igi bi2]-/du8\-am3 a-na-gin7 an-/ak\  šeg12 ^ĝiš-KID-ra-gin7 ninda al-gu7-e  X [… igi] /bi2-du8\-am3 a-na-gin7 an-ak  […] UM X [(X)] ;" ""Did you see the palace eunuch?"" ""I saw him."" ""How does he fare?"" ""Like a useless alala stick he is propped in a corner."" ""Did you see the woman who never gave birth?"" ""I saw her."" ""How does she fare?"" ""Like a …… pot, she is thrown away violently, she gives no man joy."" ""Did you see the young man who never undressed his wife?"" ""I saw him."" ""How does he fare?"" ""You finish a rope, and he weeps over the rope."" ""Did you see the young woman who never undressed her husband?"" ""I saw her."" ""How does she fare?"" ""You finish a reed mat, and she weeps over the reed mat."" ""Did you see him who had no heir?"" ""I saw him."" ""How does he fare?"" ""Like him who …… bricks , he eats bread."" ""……?"" ""I saw him."" ""How does he fare?"" 7 lines fragmentary or missing"
" lu2 […] /BA^?-\ [… igi bi2-du8-am3]  u2-ni /al\-[bar a-ni al-bar u2 gid2 al-gu7-e] a /gid2 al-na8\-na8  /lu2\ ur-maḫ-e gu7-a [igi] /bi2\-du8-am3  [a] šu-ĝu10 a ĝiri3-ĝu10 /gig\-[ga]-/bi\ im-me  lu2 ur3 šub-ba /igi\ [bi2]-du8-am3  [ĝiri3]-pax(PAD)-ra2-ni /šu\ [NE nu]-ub-be2-eš  lu2-saḫar-šub-ba igi /bi2-du8\-am3  gud-gin7 al-dub2 uḫ im-da-gu7-e  lu2 me3-[a] šub-ba igi bi2-in-[du8-am3 igi bi2-du8-am3] a-na-gin7 /an\-[ak]  ad(source: KI) ama-ni saĝ-[du nu]-/mu\-un-dab5 dam-a-ni er2 i3-še8-/še8\  gidim lu2 ninda sig10-ge5 nu-tuku igi bi2-du8-/am3\ [igi bi2]-/du8-am3\ [a-na-gin7] an-ak  šu su-ub-be2 ninda pad-pax(PAD)-ra2 PA-a sila šub-ba i3-gu7-e  […] X A igi /bi2\-[du8-am3]  […] X […] X […]  a2-še ama-ĝu10 lu2 ḫe2-en-na-ab-[be2]  ^ĝiš-ma2-du3 bur12-ra-ni a ḫe2-em-mi-dib-/be2^?--eš\  ^ĝiš-saĝ-du ninda pad-pax(PAD)-ra2-ni niĝ2 mu-ni-gu-ul-e  niĝin3-ĝar tur-tur-ĝu10 ni2-ba nu-zu igi bi2-du8-am3 igi bi2-du8-am3 a-/na\-gin7 an-ak  ^ĝiš-banšur kug-sig17 kug-babbar lal3 i3-nun-ta   lu2 ug7-/am3^?-\ (X) X-na i3-uš2 /igi\ bi2-du8-am3 /igi\ [bi2-du8-am3] a-na-gin7 an-ak  ki ĝiš-nu2 diĝir-re-e-na al-nu2  lu2 izi la2 igi bi2-du8-am3 igi nu-/mu\-ni-du8-am3  gidim-a-ni nu-ĝal2 i-bi2-ni an-na [ba]-e-ed3  lu2 ^d-iškur-ra /ĝiri3-bal\ mu-ni-in-[ra]-ra igi bi2-du8-am3 igi i-ni-du8-am3 a-na-[gin7 an-ak]  iri bar-ra-a al-tuš  lu2 /inim\ ama a-a-na-ke4 ni2 nu-teĝ3-ĝe26-dam igi bi2-du8-am3 /igi i\-ni-du8-am3 a-na-gin7 an-ak  a ni2-ĝu10 a ĝiš-/ge-en\-na šeg10 gi4 nu-ub^!--gul-e  lu2 aš2 ama a-a-na-ke4 sa2 bi2-/dug4-ga\ igi bi2-du8-am3 igi i-ni-du8-am3 /a-na\-[gin7] /an\-ak  ibila ba-da-kar gidim-ma-ni šu al-[dag]-/dag\-ge  lu2 mu diĝir-/ra\-[ni] saĝ bi2-in-[X]-la igi bi2-/du8\-[am3 igi] /i\-ni-du8-/am3\ [a]-/na\-gin7 <an&gt;-ak  gidim-ma-ni X […] X […]  lu2 diĝir lul-lul sig10-/ge5\ nam-erim2 ba-an-kud igi bi2-du8-am3 igi i-[ni]-/du8\-am3 a-na-gin7 an-ak  ki-a-naĝ saĝ kur-/ra\-[ke4 …] X-ra-aḫ^?- naĝ-a /i3-naĝ\-e  dumu ĝir2-su^ki- a /il2^?--il2^?-\ a-a-na u3 ama-na igi bi2-du8-am3 [igi] /i\-ni-du8-am3 a-na-gin7 [an-ak]  igi lu2 1-ta-am3 li-im dumu mar-tu-me-/eš\ gidim-a-ni šu la-ba-an-ta-ra-ra gaba nu-ši-dub-/bu\  dumu mar-tu^ki--a ki-a-naĝ saĝ kur-ra-ke4 igi-ba bi2-ib2-dab5-be2-en  dumu ki-en-gi ki-uri-ke4 igi bi2-du8-am3 igi i-ni-du8-am3 a-na-gin7 an-/ak\  a ki-lul-la a lu3-a bi2-ib2-naĝ-me-eš  a-a-ĝu10 u3 ama-ĝu10 me-a se12-[me]-/eš\ igi bi2-du8-am3 igi i-ni-du8-/am3\ [a-na-gin7 an-ak]  [2]-a-ne-ne-ne a ki-/lul\-[la a lu3-a] bi2-/ib2-naĝ\-[me-eš]  [lu2] /aš2^!-\ ama-na-ke4 sa2 bi2-in-dug4-ga [igi] /bi2\-du8 a-na-gin7 i3-/ĝal2\  /ibila\ ba-an-da-kar [gidim-a]-/ni šu al\-ĝa2-ĝa2^X-X--ke4  [lu2 inim] a-a-na u3 ama^!--na [ni2] /nu-teĝ3-ĝe26-dam\ igi bi2-du8 [a-na-gin7] i3-ĝal2  […] X X X [X]  […] X NA X NA […]-ma igi bi2-du8 a-na-gin7 i3-ĝal2  […] X-ta šu-ta IM X KI  [unug^ki-] /im-mi-gi4-gi4\-[ne]  /iri\-bi im-mi-gi4-gi4-/ne\  /^ĝiš-^ !-\šu-kar2 a2-kar2-ra-ke4 pa-a-šu a2-gid2-[da] da-da-ra-še3 mi-ni-in-/kur9\  e2-gal-la-na ḫul2-/ḫul2\-la mi-ni-in-ĝar  ĝuruš ki-sikil unug-ga^ki- saĝ-tuku /bur-šum2\-ma /kul\-[aba^ki-]  alan-bi igi mu-un-bar-bar-re-ne im-ma-ḫul2-ḫul2-la  ^d-utu agrun-na-ta e3-a-na^?- saĝ «mu-un-na» mi-ni-in-il2^!-  a2-bi mu-un-da-an-aĝ2  a-a-ĝu10 u3 ama-ĝu10 a /si-ig-ga naĝ-ze2-en\  ud nu-mu-un-da-sa9 am3-da-dirig aga3-bi in-ši-in-tag-ne  ^d-gilgameš2-e ki ḫul-a ba-an-šub  ud 9-kam ki ḫul-a ba-an-šub  /ĝuruš\ ki-sikil unug^ki--ga saĝ^!--tuku /bur\-šu-ma /kul\-aba^ki- er2 ba-še8-še8  bi2-in-dug4-ga-gin7-nam  dumu ĝir2-su^ki--a zag bi2-in-tag  a-a-ĝu10 u3 ama-ĝu10 a si-ig-ga naĝ-ze2-en  ur-saĝ ^d-gilgameš2 dumu ^d-nin-sumun2-ka za3-mi2-zu dug3-ga-am3  […] /im-ma-niĝin2\-ne-eš  […] ma-an-il2 gidim mu-un-da-e-re  […] im-ma-ni-/in\-ĝar  […] X-bi im-/ma\-ĝa2-ĝa2  [dam ki aĝ2-ĝa2-a-ni] /\  [dam] /ḫul\ [gig]-/ga-a-ni\ im-ma-ni-ib-ra  [dumu] ki aĝ2-[ĝa2-a-ni   /dumu\ ḫul /gig\-ga-a-ni [im-ma]-/ni\-ib-/ra\  i-^d-utu-bi kur-ra ba-e-dab-/be2\  ud ḫul-ĝal2-da en-na /ud\ 7-/na\-še3  šubur-ra-a-ni ^d-en-ki-du10-ra kur-ta nu-mu-un-ed2-de3  šubur šag4-ga-a-ĝu10 tab-ba gen6-/na\-[a-ĝu10] /ad\ [gi4]-/gi4\-a-/ĝu10\ kur-ra /im^?-\-[ma-an-dab]  nam-tar nu-dab a2-sag3 nu-/dab kur-ra im\-ma-/an\-[dab]  ^d-udug ^d-nergal saĝ [X] X /nu-dab\ kur-ra /im-ma\-[an]-/dab\  /ki nam\-X me3 nu-un-šub kur-ra /im-ma-ab\-dab  e2-kur-ra e2 [^d-en]-/lil2-la2\-[a]-/še3\ ĝiri3-ni dili mu-un-gub  igi  ^d-mu-ul-lil2-la2-še3  KA /DI^?-\ X X MA^?- X /ba^?-\-gub  ^ĝiš-ellag-a-ĝu10 /kur-ta\ [mu]-/un\-[da]-šub  ^d-en-ki-du10 ed2-de3 /ed3^?--de3^?-\  [šubur] /šag4\-ga-a-ĝu10 tab-ba gen6-na-a-ĝu10 /ad gi4\-gi4-a-/ĝu10\ [kur-ra im]-/ma-an-dab^?-\  [nam-tar nu-dab] /a2\-sag3 nu-dab kur-/ra\ [im-ma-an-dab]  […] X X X nu-/dab kur\-[ra im-ma-an-dab]  [lu2 dumu 1-am3 igi] /bi2\-du8-a  [a-na-gin7] /i3\-ĝal2  […] gig-ga (X) i  [lu2] /dumu\-ne 2-/am3 igi\ bi2-du8-a  [a-na-gin7] i3-ĝal2  […] X a-ab-tuš [(…)]  [lu2 dumu]-/ne^?-\ 3-am3 igi bi2-du8-a  [a-na-gin7] i3-ĝal2  […] a mu-na8-na8  [lu2 dumu-ne 4-am3] igi bi2-du8-a  /a\-na-/gin7\ i3-ĝal2  lu2 /anše\ [4 la2-gin7]  /šag4-ga-ni\ al-dug3(source: KAM)  [lu2 dumu-ne 5]-/am3\ igi bi2-du8-a  /a\-[na-gin7] i3-[ĝal2]  dub-sar sag9-/ga\-gin7 a2-ni ĝal2 bi2-in-/taka4\  e2-gal / ba-an-ku4-ku4]  [lu2] dumu-ne 6-/am3\ igi [bi2-du8-a]  [a-na]-/gin7\ i3-ĝal2  [lu2 ^ĝiš-]apin il2-la-gin7 šag4-/ga\-ni al-dug3  [lu2 dumu]-/ne\ 7-am3 igi [bi2-du8-a]  [a-na-gin7] i3-ĝal2  [dub-us2 diĝir]-re-/e\-ne ^ĝiš-gu-za ib2-tuš /di-da\ ĝiš ba-an-/tuku\  [lu2 ibila nu]-/tuku\ igi [bi2-du8-a]  [a-na-gin7] i3-ĝal2  […] ninda i3-gu7-e  […] X […] /igi\ [bi2-du8-a]  [a-na-gin7] i3-[ĝal2]  […] X a na8-na8  […]-am3 igi bi2-du8-a  [a-na]-/gin7\ i3-ĝal2  […] X ḪAR im-da-ab-gu7-e  lu2 /ur^?-\-e gu7-a igi bi2-du8-a  a-na-gin7 i3-ĝal2  a2 /šu-ĝu10\ a2 ĝiri3-ĝu10 a2 […]  lu2 dimgul <ra> igi [bi2-du8-a]  a-na-gin7 i3-[ĝal2]  a2-še3 ama-ĝu10 lu2 mu-na-be2  ^ĝiš-gag-e du3-/du3^?-\ […]  niĝ2-gu7-e /saĝ-du\ ninda bad-bad-de3 niĝ2 gul-gul […]  munus nu-u3-/tud\ [(…)] igi /bi2\-[du8-a]  a-na-gin7 i3-/ĝal2\  ^dug-/saḫar^?-\ X-/ga^?-\ til3-la in-šub lu2 /na\-[me nu-mu]-ši-la2-e  ĝuruš tur /ur2 dam\-na-ke4 tug2 nu-sig9-ga igi [bi2]-du8-a  a-na-gin7 i3-ĝal2  gi-šu-ak-a šu mi-ni-du8 /ugu\ gi-šu-ak-a gig I […]  ki-sikil tur ur2 dam-na-ke4 ^ĝiš-dala2 nu-du10 igi bi2-du8-a  a-na-gin7 i3-ĝal2  ^tug2-eš5-tab-ba šu im-mi-du8 ugu eš5^!--tab-ba-a gig-ga i  lu2 AN ni2 buluĝ5-ĝa2 igi bi2-du8-a  a-na-gin7 i3-ĝal2  gud-gin7 im-gam ḪAR im-da-gu7-e  lu2 ur3 šub-ba igi bi2-du8-a  a-na-gin7 i3-ĝal2  ĝiri3-pad-a-ni X X /gidim^?-\-a-ni di in-du8-a igi /bi2\-[du8-a]  a-na-gin7 [i3-ĝal2 …]  lu2-saḫar-šub-ba igi bi2-du8-a a-/na-gin7 i3\-[ĝal2]  a al-bar-ra u2 al-bar-ra  udug di in-du8 bar-bi-a im-tuš  niĝin3-ĝu10 nu-/sa4\-am3 igi bi2-du8-a  a-na-gin7 i3-ĝal2  ^ĝiš-/banšur kug\-[sig17 kug-babbar …] X-e-ne [im-di-e-ne]  lu2 izi X /la2\ igi nu-/bi2\-du8-[a]  a-na-aš-am3 /gu5-li\-a-ĝu10 nu-bi2-in-tar [(…)]   gu5-li-a-ĝu10  /gidim\-a-ni kur-ta [X] X X /e^?--bi^?-\-da an-e ba-e  /šag4\ ba-sag3 /mu-ra\-a-/ni\ ba-uš2  lugal-[e (…)] nam-til3-la i3-/kiĝ2\-[kiĝ2]  en-e kur /lu2 til3\-la-še3 /^ĝiš-tug2-ĝeštug-ga\-[ni] /na\-an-gub ";" ""Did you see ……?"" ""His food is set apart, his water is set apart, he eats the food offered to him, he drinks the water offered to him."" {  ""Did you see him who was eaten by a lion?"" ""He cries bitterly ""O my hands! O my legs!"""" ""Did you see him who fell down from the roof?"" ""They cannot …… his bones.""} ""Did you see the leprous man?"" ""He twitches like an ox as the worms eat at him."" ""Did you see him who fell in battle?"" ""I saw him."" ""How does he fare?"" ""His father and mother are not there to hold his head, and his wife weeps."" ""Did you see the spirit of him who has no funerary offerings?"" ""I saw him."" ""How does he fare?"" ""He eats the scraps and the crumbs …… tossed out in the street."" ""Did you see him hit by a ship's board { when diving }? How does he fare?"" "" ""Alas, my mother!"" the man cries to her, as he pulls out the ship's board ……, he …… cross beam …… crumbs."" ""Did you see my little stillborn children who never knew existence?"" ""I saw them."" ""How do they fare?"" ""They play at a table of gold and silver, laden with honey and ghee."" ""Did you see him who died ……?"" ""I saw him."" ""How does he fare?"" ""He lies on a bed of the gods."" ""Did you see him who was set on fire?"" ""I did not see him. His spirit is not about. His smoke went up to the sky."""
nan;" ""Did you see him who fell down from the roof?"" ""I saw him."" ""How does he fare?"" ""They cannot …… his bones."" ""Did you see him who was struck in a flood-storm of Iškur?"" ""I saw him."" ""How does he fare?"" ""He twitches like an ox as the worms eat at him."" ""Did you see the leprous man?"" ""I saw him."" ""How does he fare?"" ""His food is set apart, his water is set apart, he eats the food offered to him, he drinks the water offered to him. He lives outside the city."""
nan;" ""Did you see him who had no respect for the word of his mother and father?"" ""I saw him."" ""How does he fare?"" "" ""O my body! O my limbs!"" he never ceases to cry."" ""Did you see him who was reached by the curse of his mother and father?"" ""I saw him."" ""How does he fare?"" ""He is deprived of an heir. His spirit roams about."" ""Did you see him who …… the name of his god?"" ""I saw him."" ""How does he fare?"" ""His spirit ……."" ""Did you see the spirit of him who has no funerary offerings?"" ""I saw him."" ""How does he fare?"" ""He eats the scraps and the crumbs …… tossed out in the street."" ""Did you see my little stillborn children who never knew existence?"" ""I saw them."" ""How do they fare?"" ""They play at a table of gold and silver, laden with honey and ghee."" ""Did you see him who was set on fire?"" ""I did not see him. His smoke went up to the sky. His spirit does not live in the underworld."""
nan;" ""Did you see him who lied to the gods while swearing an oath?"" ""I saw him."" ""How does he fare?"" ""He drinks …… which has been drunk …… the libation place at the entrance to the nether world."" ""Did you see the citizen of Ĝirsu who refused water to his father and his mother?"" ""I saw him."" ""How does he fare?"" ""In front of each of them are a thousand Martu, and his spirit can neither …… nor ……. The Martu at the libation place at the entrance to the nether world ……."" ""Did you see the citizens of Sumer and Akkad?"" ""I saw them."" ""How do they fare?"" ""They drink the water of the …… place, muddy water."" ""Did you see where my father and my mother live?"" ""I saw them."" ""How do they fare?"" ""Both of them drink the water of the …… place, muddy water."""
nan;" ""Did you see him hit by a ship's board? How does he fare?"" "" ""Alas, my mother!"" the man cries to her, as he pulls out ……, he …… crossbeam …… crumbs."" ""Did you see him who fell down from the roof? How does he fare?"" ""He twitches like an ox as the worms eat at him."" ""Did you see him who was reached by the curse of his mother? How does he fare?"" ""He is deprived of an heir. His spirit roams about."" ""Did you see him who had no respect for the word of his father and his mother? How does he fare?"" 1 line fragmentary unknown no. of lines missing"
nan;" ""His food is set apart, his water is set apart, he eats the food offered to him, he drinks the water offered to him."" ""Did you see him who fell in battle? How does he fare?"" ""His father and mother are not there to hold his head, and his wife weeps."" ""Did you see him who ……? How does he fare?"" ""…… from his hand ……."" ""Did you see the spirit of him who has no funerary offerings? How does he fare?"" ""He eats the scraps and the crumbs tossed out in the street."" ""Did you see my little stillborn children who never knew existence? How do they fare?"" ""They play with a bucket of gold and silver, full of honey and ghee."" ""Did you see him who was set on fire?"" ""I did not see him. His spirit is not there. His smoke went up to the sky."""
nan;" They returned to Unug, they returned to their city. He entered outfitted with tools and armaments, with an axe and a spear, and deposited them in his palace happily. Looking at the statue, the young men and women of Unug and the old men and women of Kulaba rejoiced. As Utu came forth from his bedchamber, Gilgameš raised his head and told them : ""My father and my mother, drink clean water!"" Midday had hardly passed when they touched the statue's crown."
nan;" Gilgameš threw himself down at the place of mourning, he threw himself down for nine days at the place of mourning. The young men and women of Unug and the old men and women of Kulaba wept. As soon as he had said that, he repulsed the citizen of Ĝirsu. ""My father and my mother, drink clean water!"""
nan; Warrior Gilgameš, son of Ninsumun, sweet is your praise!
nan; …… surrounded him. He carried …… and the spirits felt insulted by him. He caused ……. 1 line fragmentary He kissed his beloved wife, and hit his wife when he was angry with her. He kissed his beloved child, and hit his son when he was angry with him. He aroused an outcry and was detained in the nether world.
nan;" From that fateful day and for seven days his servant, Enkidu, did not come out from the nether world. The king was lamenting, crying bitterly: ""My beloved servant, my faithful companion, my counsellor, has been seized in the nether world! Namtar did not seize him, the Asag did not seize him; but he was seized in the nether world. The udug of Nergal who …… did not seize him, but he was seized in the nether world. He did not fall in battle on the field of ……, but he was seized in the nether world."""
nan;" He directed his steps on his own to E-kur, the temple of Enlil. Before Enlil, he ……: ""My ball fell down into the nether world, my mallet fell down into Ganzer. But Enkidu, going down to retrieve them, my beloved servant, my faithful companion, my counsellor, was seized in the nether world. Namtar did not seize him, the Asag did not seize him, but he was seized in the nether world. …… did not seize him, but he was seized in the nether world."" unknown no. of lines missing"
nan;" ""Did you see him who had one son? How does he fare?"" ""He weeps bitterly ……."" ""Did you see him who had two sons? How does he fare?"" ""He sits on ……."" ""Did you see him who had three sons? How does he fare?"" ""He drinks water ……."" ""Did you see him who had four sons? How does he fare?"" ""His heart is happy { like a man who has four asses to yoke}."" ""Did you see him who had five sons? How does he fare?"" ""Like a good scribe he is indefatigable, he enters the palace easily."" ""Did you see him who had six sons? How does he fare?"" ""He is cheerful as a ploughman."" ""Did you see him who had seven sons? How does he fare?"" ""As a companion of the gods he sits on a throne and listens to judgments."" ""Did you see him who had no heir? How does he fare?"" ""Like …… he eats bread."" approx. 3 lines missing"
